Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,Geocode Status,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing
VERKADA VERKADA STN 9,406 S Claremont St,San Mateo,94401,888-758-4389,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,37.566167,-122.320371,2022-08-05,J1772,,
CITYOFLIVERMORE I ST. GARAGE-2,175 N. I Street,Livermore,94550,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.684279,-121.768782,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 1 P1,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681969,-117.179869,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 1 P2,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681913,-117.179687,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 4 P2,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681922,-117.179574,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 5 P2,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681904,-117.179606,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 2 P1,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681931,-117.17959,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 3 P1,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681906,-117.179574,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 4 P1,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681917,-117.179574,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 6 P1,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681909,-117.179585,2022-08-05,J1772,,
HOTEL DEL EV CHARGER 5 P1,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681944,-117.179571,2022-08-05,J1772,,
Camino De La Plaza - Tesla Supercharger,4211 Camino De La Plaza,San Diego,92173,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,,Tesla,GPS,32.54527,-117.040113,2022-08-01,TESLA,SHOPPING_MALL,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Marina Del Rey Hotel - Tesla Supercharger,13534 Bali Way,Marina Del Rey,90292,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,,Tesla,GPS,33.980394,-118.445238,2022-08-01,TESLA,HOTEL,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Comfort Suites Tulare,1021 N Blackstone St,Tulare,93274,800-636-0986,Public - Credit card at all times,24 hours daily; for hotel guest use only,,2,,,CHARGELAB,GPS,36.2226246,-119.3337415,2022-08-02,J1772,HOTEL,Free with parking fee
Hansen Elementary School,1300 S Knott Ave,Anaheim,92804,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,4,,,Blink Network,GPS,33.814344,-118.010456,2022-08-05,J1772,,Free
JEFFERSON JEFFERSON MPB,305 Eastmoor Ave,Daly City,94015,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.685316,-122.475803,2022-08-06,J1772,,
HOTEL DEL EV CHARGER 2 P2,12 Rh Dana Pl,Coronado,92118,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.681985,-117.179713,2022-08-06,J1772,,
NAVY EXCHANGE LEMOORE2,795 Reeves Blvd,Lemoore,93245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,36.296153,-119.932596,2022-08-06,J1772,,
THE SEA RANCH SOUTH-DUAL-R,60 Sea Walk Dr,Sea Ranch,95497,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.679377,-123.427538,2022-08-06,J1772,,
THE SEA RANCH SOUTH-DUAL-L,60 Sea Walk Dr,Sea Ranch,95497,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.67936,-123.427545,2022-08-06,J1772,,
OK PRODUCE STATION 4,1888 S East Ave,Fresno,93721,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,36.723439,-119.773345,2022-08-06,J1772,,
IRVINE  CO  OFC ST 17600 49,17400 Laguna Canyon Rd,Irvine,92603,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.648177,-117.765057,2022-08-06,J1772,,
HAYDENNATIONAL 3585 HAYDEN 1,3583 Hayden Ave,Culver City,90232,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.024643,-118.38218,2022-08-09,J1772,,
HAYDENNATIONAL HIGUERA MOUNT,3623-3635 Hayden Ave,Culver City,90232,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.023319,-118.382057,2022-08-09,J1772,,
CAJON VALLEY HS A05-A06,1035 E Madison Ave,El Cajon,92021,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.799145,-116.947573,2022-08-09,J1772,,
CAJON VALLEY HS A07-A08,1035 E Madison Ave,El Cajon,92021,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.799163,-116.947573,2022-08-09,J1772,,
CAJON VALLEY HS A09-A10,1035 E Madison Ave,El Cajon,92021,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.7992,-116.947573,2022-08-09,J1772,,
CAJON VALLEY HS A01-A02,1035 E Madison Ave,El Cajon,92021,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.7992,-116.94757,2022-08-09,J1772,,
CAJON VALLEY HS A03-A04,1035 E Madison Ave,El Cajon,92021,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.799181,-116.947573,2022-08-09,J1772,,
HY SALES CA359 STATION 1,1600 Auto Center Dr,Oxnard,93036,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.227417,-119.15364,2022-08-09,J1772,,
HY SALES CA359 STATION 2,1600 Auto Center Dr,Oxnard,93036,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.227367,-119.15356,2022-08-09,J1772,,
HY SALES CA359 DC FAST 1,1600 Auto Center Dr,Oxnard,93036,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,34.227128,-119.15348,2022-08-09,CHADEMO J1772COMBO,,
ACP MANAGEMENT SEAL BEACH #1,2910 Westminster Blvd.,Seal Beach,90740,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.758903,-118.080783,2022-08-09,J1772,,
TOWN CENTER 1 ATH LIBRARY,80 Fair Oaks Lane,Atherton,94027,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.463781,-122.197062,2022-08-09,J1772,,
TOWN CENTER 1 TOWN CENTER 2,83 Ashfield Rd,Atherton,94027,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.463405,-122.198008,2022-08-09,J1772,,
W 9th St,W 9th Street,Los Angeles,90006,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.05617598,-118.3217277,2022-08-09,J1772,,
804 Crocker Ave (US-66X-JB7-1),804 Crocker Ave,Pacific Grove,93950,866-576-1495,Public,24 hours daily,,1,,,RIVIAN_WAYPOINTS,GPS,36.6171321,-121.9366088,2022-08-08,J1772,PUBLIC,
SFSTATE LOT 20 18,1600 Holloway Ave,San Francisco,94132,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.72431,-122.481046,2022-08-10,J1772,,
CASA DE MODESTO STATION 1,1745 Eldena Way,Modesto,95350,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.670774,-120.987314,2022-08-10,J1772,,
Whole Foods South Lake Tahoe Blvd,3600 Lake Tahoe Boulevard,South Lake Tahoe,96150,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,38.947586,-119.959202,2020-06-24,J1772,,$1.35/Hr Parking Fee
Kaiser Point West,1650 Response Road,Sacramento,95815,800-663-5633,Public,24 hours daily,,17,,,SemaCharge Network,GPS,38.596261,-121.429886,2015-09-16,J1772,,$1.35/Hr Parking Fee
Suites On Main Kelseyville,3965 Main Street,Kelseyville,95451,800-663-5633,Public,,,1,,,SemaCharge Network,GPS,38.977703,-122.839417,2022-03-25,J1772,,$2.00/kWh Energy Fee
Days Inn -  Galt,1040 North Lincoln Way,Galt,95632,800-663-5633,Public,,,4,,,SemaCharge Network,GPS,38.272715,-121.304163,2019-10-25,J1772,,"$1.00-$2.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee"
Green Valley Executive Center,5030 Business Center Drive,Fairfield,94534,800-663-5633,Public,,,1,,,SemaCharge Network,GPS,38.217905,-122.143181,2016-07-21,J1772,,$1.00/Hr Parking Fee
Touro University SH,89 Cossey Street,Vallejo,94592,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,38.087265,-122.264953,2014-01-03,J1772,,"$0.00-$2.00/Hr Variable Parking Fee, $0.28/kWh Energy Fee"
Moraga Commons Park,1425 Saint Marys Road,Moraga,94556,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,37.839144,-122.126007,2019-07-26,J1772,,$0.30/kWh Energy Fee
Bayhill III Office Center,"801 Traeger Avenue
Suite 110",San Bruno,94066,800-663-5633,Public,24 hours daily,,4,,,SemaCharge Network,GPS,37.627175,-122.422433,2016-08-03,J1772,,$0.00-$5.00/Hr Variable Parking Fee
Lacey West 1,1071 Goleta Way,Hanford,93230,800-663-5633,Public,,,1,,,SemaCharge Network,GPS,36.326654,-119.659358,2021-07-28,J1772,,$0.00-$4.00/Hr Variable Parking Fee
Carmel Valley Lodge,8 Ford Road,Carmel Valley,93924,800-663-5633,Public,,,1,,,SemaCharge Network,GPS,36.484408,-121.737417,2022-04-08,J1772,,"$3.00-$4.00/Hr Variable Parking Fee, $0.59/kWh Energy Fee"
Kaiser Fontana,9961 Sierra Avenue,Fontana,92335,800-663-5633,Public,,,25,,,SemaCharge Network,GPS,34.072777,-117.43561,2016-12-02,J1772,,$1.35/Hr Parking Fee
Kaiser - Riverside Medical Center,10800 Magnolia Avenue,Riverside,92505,800-663-5633,Public,,,8,,,SemaCharge Network,GPS,33.906606,-117.469607,2017-01-13,J1772,,$1.35/Hr Parking Fee
Archangel Michael Coptic Church,1122 Appleton Rd,Simi Valley,93065,800-663-5633,Public,24 hours daily,,5,,,SemaCharge Network,GPS,34.259267,-118.7436,2021-12-29,J1772,,$0.29/kWh Energy Fee
Kaiser Murietta Medical Offices,28150 Keller Rd,Murrieta,92562,800-663-5633,Public,,,12,,,SemaCharge Network,GPS,33.630468,-117.169306,2012-01-12,J1772,,$1.35/Hr Parking Fee
Centerstone Plaza,4010 Barranca Parkway,Irvine,92604,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,33.682517,-117.808359,2018-04-19,J1772,,$1.00-$5.00/Hr Variable Parking Fee
Hoag Health Center Newport Beach  Parking Structure A,540 Superior Avenue,Newport Beach,92663,800-663-5633,Public,24 hours daily,,2,,,SemaCharge Network,GPS,33.62951,-117.928143,2013-12-20,J1772,,$2.00-$8.00/Hr Variable Parking Fee
Promenade at Creekside II,Creekside Drive,San Marcos,92078,800-663-5633,Public,,,4,,,SemaCharge Network,GPS,33.134806,-117.179523,2016-10-19,J1772,,FREE
Paseo Del Mar 3,12275 El Camino Real,San Diego,92130,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,32.941177,-117.239219,2015-06-18,J1772,,$1.25-$3.00/Hr Variable Parking Fee
Torrey Point,3420 Carmel Mountain Road,San Diego,92121,800-663-5633,Public,24 hours daily,,4,,,SemaCharge Network,GPS,32.919753,-117.238034,2022-01-13,J1772,,$1.50-$2.00/Hr Variable Parking Fee
Torrey Point B,3420 Carmel Mountain Road,San Diego,92121,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,32.919536,-117.23808,2021-02-05,J1772,,FREE
"Walgreens - San Diego, CA #7176",8766 Navajo Rd,San Diego,92119,800-663-5633,Public,,,1,,,SemaCharge Network,GPS,32.803323,-117.008718,2021-06-15,J1772,,$2.00/Hr Parking Fee
MACARA STATION 1,955 Escalon Ave,Sunnyvale,94085,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.389016,-122.045512,2022-08-11,J1772,,
MACARA STATION 5,955 Escalon Ave,Sunnyvale,94085,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.388944,-122.045529,2022-08-11,J1772,,
CITY OF EL MONT METRO LINKS 3,10925 Railroad St,El Monte,91731,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.076194,-118.034768,2022-08-11,J1772,,
CITY OF EL MONT METRO LINKS 2,10925 Railroad St,El Monte,91731,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.076276,-118.034878,2022-08-11,J1772,,
OCPW-PKGADMN P4 DCFC #4,400 Civic Center Plaza,Santa Ana,92701,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,33.750986,-117.870914,2022-08-11,CHADEMO J1772COMBO,,
OCPW-PKGADMN P4 DCFC #3,400 Civic Center Plaza,Santa Ana,92701,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,33.751044,-117.870918,2022-08-11,CHADEMO J1772COMBO,,
OCPW-PKGADMN P4 DCFC #2,400 Civic Center Plaza,Santa Ana,92701,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,33.751071,-117.870887,2022-08-11,CHADEMO J1772COMBO,,
OCPW-PKGADMN P4 DCFC #1,400 W Civic Center Plaza,Santa Ana,92701,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,33.751174,-117.870925,2022-08-11,CHADEMO J1772COMBO,,
OCPW-PKGADMN P4 #4,400 Civic Center Plaza,Santa Ana,92701,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.750915,-117.870924,2022-08-11,J1772,,
OCPW-PKGADMN P4 #3,400 Civic Center Plaza,Santa Ana,92701,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.7511,-117.870919,2022-08-11,J1772,,
OCPW-PKGADMN P4 #2,400 W Civic Center Dr,Santa Ana,92701,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.751156,-117.870907,2022-08-11,J1772,,
1742 Federal Ave,1742 Federal Ave,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.04142843,-118.4512338,2022-08-11,J1772,,
11322 Missouri Ave,11322 Missouri Ave,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.04205548,-118.445581,2022-08-11,J1772,,
11511 Nebraska Ave,11511 Nebraska Ave,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.04203675,-118.4494356,2022-08-11,J1772,,
Hilltop Fire,2904 Hilltop Mall Rd,Richmond,94806,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,37.97795,-122.33319,2022-08-11,J1772,,Free
Carl's Jr - 17450 Avalon,17450 Avalon blvd.,Carson,90746,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,3,,,Blink Network,GPS,33.872352,-118.265704,2022-08-11,J1772,,Free
STACK INFRA SVY-VC4,2001 Fortune Dr,San Jose,95131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.401672,-121.893373,2022-08-12,J1772,,
STACK INFRA SVY-VC3,2001 Fortune Dr,San Jose,95131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.401689,-121.89333,2022-08-12,J1772,,
STACK INFRA SVY-VC2,2001 Fortune Dr,San Jose,95131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.401672,-121.893275,2022-08-12,J1772,,
STACK INFRA SVY-VC1,2001 Fortune Dr,San Jose,95131,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.401979,-121.89287,2022-08-12,J1772,,
1845 Butler Ave,1845 Butler Ave,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.0412996,-118.4481775,2022-08-12,J1772,,
11350 Missouri Ave,11350 Missouri Ave,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.04164949,-118.446474,2022-08-12,J1772,,
LONG BEACH CT PLACE C 01,119 E 3rd St,Long Beach,90802,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.77129,-118.191499,2022-08-13,J1772,,
LONG BEACH CT PLACE C 04,119 E 3rd St,Long Beach,90802,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.771267,-118.191153,2022-08-13,J1772,,
LONG BEACH CT PLACE C 02,119 E 3rd St,Long Beach,90802,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.771267,-118.191328,2022-08-13,J1772,,
LONG BEACH CT PLACE C 03,119 E 3rd St,Long Beach,90802,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.771267,-118.191241,2022-08-13,J1772,,
LONG BEACH STATION 4,90 E 4th St,Long Beach,90802,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.771442,-118.191193,2022-08-13,J1772,,
IRVINE  CO  OFC SCG 5455 GAP 04,5455 Great America Pkwy,Santa Clara,95054,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.412628,-121.977064,2022-08-13,J1772,,
IRVINE  CO  OFC SCG 5455 GAP 01,5455 Great America Pkwy,Santa Clara,95054,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.412632,-121.977167,2022-08-13,J1772,,
IRVINE  CO  OFC SCG 5455 GAP 02,5455 Great America Pkwy,Santa Clara,95054,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.412634,-121.977131,2022-08-13,J1772,,
10100 SM BLVD TR1,10100 Santa Monica Blvd,Los Angeles,90067,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.061456,-118.416636,2022-08-13,J1772,,
10100 SM BLVD TR2,10100 Santa Monica Blvd,Los Angeles,90067,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.06146,-118.416659,2022-08-13,J1772,,
10100 SM BLVD TR3,10100 Santa Monica Blvd,Los Angeles,90067,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.061471,-118.416632,2022-08-13,J1772,,
13339 Sherman Way,13339 Sherman Way,Los Angeles,91605,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.20129539,-118.4239576,2022-08-13,J1772,,
11565 Iowa Ave,11565 Iowa Ave,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.04276075,-118.4516433,2022-08-13,J1772,,
14926 Burbank Blvd,14926 Burbank Blvd,Los Angeles,91411,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.17221475,-118.4584097,2022-08-13,J1772,,
1532 St Andrews Pl,1532 St Andrews Pl,Los Angeles,90028,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.09832641,-118.3114003,2022-08-13,J1772,,
6255 Sunset Blvd,6255 Sunset Blvd,Los Angeles,90028,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.0979028,-118.3246574,2022-08-13,J1772,,
10993 Venice Blvd,10993 Venice Blvd,Los Angeles,90034,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.01494984,-118.4139199,2022-08-13,J1772,,
9601 Woodman Ave,9601 Woodman Ave,Los Angeles,91331,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.24652128,-118.4479555,2022-08-13,J1772,,
15821 Ventura Blvd,15821 Ventura Blvd,Los Angeles,90025,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.1555819,-118.4786577,2022-08-13,J1772,,
Pala Casino,11154 CA-76,Pala,92059,,Public,24 hours daily,,4,,,EVGATEWAY,GPS,33.36330308,-117.0846779,2022-07-27,J1772,OTHER_ENTERTAINMENT,Free
CSUSB N- STATION 8,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.18431,-117.322652,2022-08-15,J1772,,
CSUSB N- STATION 7,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184298,-117.322635,2022-08-15,J1772,,
CSUSB N- STATION 12,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184354,-117.32274,2022-08-15,J1772,,
CSUSB N- STATION 3,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.18422,-117.322502,2022-08-15,J1772,,
CSUSB N STATION 6,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184284,-117.322606,2022-08-15,J1772,,
CSUSB N- STATION 5,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184267,-117.322578,2022-08-15,J1772,,
CSUSB N- STATION 2,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184196,-117.322462,2022-08-15,J1772,,
CSUSB N- STATION 10,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184333,-117.322689,2022-08-15,J1772,,
CSUSB N- STATION 4,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184235,-117.322543,2022-08-15,J1772,,
CSUSB N- STATION 11,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184346,-117.322714,2022-08-15,J1772,,
MESSAGE TESTING N- STATION 13,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.18437,-117.322762,2022-08-15,J1772,,
CSUSB N- STATION 1,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184173,-117.322424,2022-08-15,J1772,,
CSUSB N- STATION 9,5500 University Pkwy Lot N,San Bernardino,92407,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.184316,-117.322673,2022-08-15,J1772,,
TARGET CORP CHULA VISTA 2,2269 Otay Lakes Rd,Chula Vista,91915,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,32.649193,-116.967627,2022-08-16,J1772,,
20813 Vanowen St,20813 Vanowen St,Los Angeles,91306,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.19446635,-118.5883184,2022-08-16,J1772,,
UCSD GILMAN 3-1,3121 Gilman Dr,San Diego,92037,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.86905,-117.238096,2022-08-17,J1772,,
MORNINGSIDE 1 STATION 1,800-880 Morningside Dr,Fullerton,92835,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.896553,-117.914107,2022-08-17,J1772,,
REATA GLEN MOUNTAIN VIEW,2 Las Estrellas Loop,Rancho Mission Viejo,92694,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.519302,-117.63058,2022-08-17,J1772,,
REATA GLEN CANYON VIEW,2 Las Estrellas Loop,Rancho Mission Viejo,92694,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.52012,-117.63146,2022-08-17,J1772,,
GSR CAR CHARGE HILLSIDE,11065 Hidden Glen Cir,San Diego,92131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.898299,-117.088671,2022-08-17,J1772,,
GSR CAR CHARGE PUTTING GREEN,11065 Hidden Glen Cir,San Diego,92131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.899031,-117.088461,2022-08-17,J1772,,
GSR CAR CHARGE MAINTENANCE,11100 Hidden Glen Cir,San Diego,92131,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,32.900152,-117.088198,2022-08-17,J1772,,
REATA GLEN HEALTH CENTER 1,1 Amistad dr,Rancho Mission Viejo,92694,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.522426,-117.628868,2022-08-17,J1772,,
REATA GLEN HEALTH CENTER 2,1 Amistad dr,Rancho Mission Viejo,92694,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.522529,-117.628903,2022-08-17,J1772,,
IRVINE  CO  OFC SCG 5455 GAP 05,5455 Great America Pkwy,Santa Clara,95054,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.412629,-121.977025,2022-08-17,J1772,,
IRVINE  CO  OFC SCG 5455 GAP 03,5455 Great America Pkwy,Santa Clara,95054,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.412632,-121.977099,2022-08-17,J1772,,
"Regency Plaza Hermosa (Hermosa Beach, CA)",715 Pier Ave,Hermosa Beach,90254,833-632-2778,Public,24 hours daily,,,6,,Electrify America,GPS,33.86588,-118.39442,2022-08-17,CHADEMO J1772COMBO,,
15355 Plummer St,15355 Plummer St,Los Angeles,91343,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.24285788,-118.4664259,2022-08-17,J1772,,
8601 Balboa Blvd,8601 Balboa Blvd,Los Angeles,G9N 0,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.22698977,-118.5024704,2022-08-17,J1772,,
Granlibakken Tahoe - Ski Hill Station,725 Granlibakken Rd,Tahoe City,96145,530-583-4242,Public,24 hours daily; for guest use only,,2,,,Non-Networked,GPS,39.15537902,-120.1542469,2022-07-25,J1772,HOTEL,
Granlibakken Tahoe - Treetop Station,725 Granlibakken Rd,Tahoe City,96145,530-583-4242,Public,24 hours daily,,2,,,Non-Networked,GPS,39.15729509,-120.1552246,2022-07-25,J1772,HOTEL,
DISNEY NETWORK 521 C7 02,521 Circle 7 Dr,Glendale,91201,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.157112,-118.289711,2022-08-18,J1772,,
DISNEY NETWORK 1401 F 01,1401 Flower St,Glendale,91201,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.161327,-118.288374,2022-08-18,J1772,,
